Periodo,ID,Sector,Campaña,Lider,Fecha Ingreso,FECHA Monitoreo,% NOTA,NOTA,Rango,Estado,Motivo ,Año,Tipo de error ,EA,EG
202302,5154,Reclamos,BNA+,SS,1/10/2022,2/27/2023,100.00%,100.00,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202303,5154,Reclamos,BNA+,SS,1/10/2022,3/2/2023,96.50%,96.50,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202303,5154,Reclamos,BNA+,SS,1/10/2022,3/14/2023,98.00%,98.00,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202304,5154,Reclamos,BNA+,SS,1/10/2022,4/4/2023,94.17%,94.17,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202304,5154,Reclamos,BNA+,SS,1/10/2022,4/14/2023,0.00%,0.00,1,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202305,5154,Reclamos,BNA+,SS,1/10/2022,5/2/2023,93.00%,93.00,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202305,5154,Reclamos,BNA+,SS,1/10/2022,5/12/2023,42.88%,42.88,1,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202305,5154,Reclamos,BNA+,SS,1/10/2022,5/25/2023,44.25%,44.25,1,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202306,5154,Reclamos,BNA+,SS,1/10/2022,6/5/2023,51.70%,51.70,2,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202306,5154,Reclamos,BNA+,SS,1/10/2022,6/15/2023,0.00%,0.00,1,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202306,5154,Reclamos,BNA+,SS,1/10/2022,6/26/2023,94.17%,94.17,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202307,5154,Reclamos,BNA+,SS,1/10/2022,7/6/2023,96.50%,96.50,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202307,5154,Reclamos,BNA+,SS,1/10/2022,7/17/2023,93.00%,93.00,6,Activo,BiLLETERA BNA/Reclamos/Social/Turismo social,2023,,0,0
202303,5075,Billetera BNA+,BNA+,AL,1/10/2022,3/3/2023,0.00%,0.00,1,Activo,Billetera BNA+,2023,,0,0
202303,5075,Billetera BNA+,BNA+,AL,1/10/2022,3/4/2023,0.00%,0.00,1,Activo,Billetera BNA+,2023,,0,0
202303,5075,Billetera BNA+,BNA+,AL,1/10/2022,3/13/2023,74.00%,74.00,3,Activo,Billetera BNA+,2023,,0,0
202304,5075,Billetera BNA+,BNA+,AL,1/10/2022,4/4/2023,60.56%,60.56,2,Activo,Billetera BNA+,2023,,0,0
202304,5075,Billetera BNA+,BNA+,AL,1/10/2022,4/14/2023,77.50%,77.50,3,Activo,Billetera BNA+,2023,,0,0
202304,5075,Billetera BNA+,BNA+,AL,1/10/2022,4/25/2023,85.55%,85.55,5,Activo,Billetera BNA+,2023,,0,0
202305,5075,Billetera BNA+,BNA+,AL,1/10/2022,5/9/2023,89.17%,89.17,5,Activo,Billetera BNA+,2023,,0,0
202305,5075,Billetera BNA+,BNA+,AL,1/10/2022,5/17/2023,75.50%,75.50,3,Activo,Billetera BNA+,2023,,0,0
202306,5075,Billetera BNA+,BNA+,AL,1/10/2022,6/2/2023,91.00%,91.00,6,Activo,Billetera BNA+,2023,,0,0
202306,5075,Billetera BNA+,BNA+,AL,1/10/2022,6/14/2023,89.17%,89.17,5,Activo,Billetera BNA+,2023,,0,0
202307,5075,Billetera BNA+,BNA+,AL,1/10/2022,7/3/2023,34.67%,34.67,1,Activo,Billetera BNA+,2023,,0,0
202307,6563,Billetera BNA+,BNA+,AL,7/8/2022,7/3/2023,83.63%,83.63,4,Baja,Billetera BNA+,2023,,0,0
202307,6563,Billetera BNA+,BNA+,AL,7/8/2022,7/27/2023,74.68%,74.68,3,Baja,Billetera BNA+,2023,,0,0
202307,5075,Billetera BNA+,BNA+,AL,1/10/2022,7/27/2023,84.35%,84.35,4,Activo,Billetera BNA+,2023,,0,0
202308,5075,Billetera BNA+,BNA+,AL,1/10/2022,8/8/2023,88.33%,88.33,5,Activo,Billetera BNA+,2023,,0,0
202308,6563,Billetera BNA+,BNA+,AL,7/8/2022,8/8/2023,88.33%,88.33,5,Baja,Billetera BNA+,2023,,0,0
202308,5075,Billetera BNA+,BNA+,AL,1/10/2022,8/15/2023,91.25%,91.25,6,Activo,Billetera BNA+,2023,,0,0
202308,6563,Billetera BNA+,BNA+,AL,7/8/2022,8/16/2023,78.05%,78.05,3,Baja,Billetera BNA+,2023,,0,0
202308,5075,Billetera BNA+,BNA+,AL,1/10/2022,8/16/2023,88.33%,88.33,5,Activo,Billetera BNA+,2023,,0,0
202309,5075,Billetera BNA+,BNA+,AL,1/10/2022,9/1/2023,78.90%,78.90,3,Activo,Billetera BNA+,2023,,0,0
202309,6563,Billetera BNA+,BNA+,AL,7/8/2022,9/1/2023,79.00%,79.00,3,Baja,Billetera BNA+,2023,,0,0
202309,5075,Billetera BNA+,BNA+,AL,1/10/2022,9/11/2023,85.67%,85.67,5,Activo,Billetera BNA+,2023,,0,0
202309,6563,Billetera BNA+,BNA+,AL,7/8/2022,9/11/2023,91.50%,91.50,6,Baja,Billetera BNA+,2023,,0,0
202310,5075,Billetera BNA+,BNA+,AL,1/10/2022,10/17/2023,89.17%,89.17,5,Activo,Billetera BNA+,2023,,0,0
202311,5075,Billetera BNA+,BNA+,AL,1/10/2022,11/2/2023,0.00%,0.00,1,Activo,Billetera BNA+,2023,Error actitudinal-corte abrupto ,1,0
202208,6597,Previaje,BNA+,CD,7/11/2022,8/22/2022,96.50%,96.50,6,Baja,Billetera BNA+,2022,,0,0
202109,5077,Billetera BNA+,BNA+,FC,1/10/2022,9/14/2021,20.38%,20.38,1,Activo,Billetera BNA+,2021,,0,0
202110,5075,Billetera BNA+,BNA+,FC,1/10/2022,10/1/2021,0.00%,0.00,1,Activo,Billetera BNA+,2021,,0,0
202110,5077,Billetera BNA+,BNA+,FC,1/10/2022,10/1/2021,29.83%,29.83,1,Activo,Billetera BNA+,2021,,0,0
202111,5075,Billetera BNA+,BNA+,FC,1/10/2022,11/11/2021,29.00%,29.00,1,Activo,Billetera BNA+,2021,,0,0
202111,5077,Billetera BNA+,BNA+,FC,1/10/2022,11/11/2021,66.75%,66.75,2,Activo,Billetera BNA+,2021,,0,0
202112,5077,Billetera BNA+,BNA+,FC,1/10/2022,12/23/2021,85.61%,85.61,5,Activo,Billetera BNA+,2021,,0,0
202201,5075,Billetera BNA+,BNA+,FC,1/10/2022,1/3/2022,17.84%,17.84,1,Activo,Billetera BNA+,2022,,0,0
202201,5077,Billetera BNA+,BNA+,FC,1/10/2022,1/3/2022,39.34%,39.34,1,Activo,Billetera BNA+,2022,,0,0
202202,5077,Billetera BNA+,BNA+,FC,1/10/2022,2/1/2022,41.09%,41.09,1,Activo,Billetera BNA+,2022,,0,0
202202,5075,Billetera BNA+,BNA+,FC,1/10/2022,2/1/2022,93.13%,93.13,6,Activo,Billetera BNA+,2022,,0,0
202203,5077,Billetera BNA+,BNA+,FC,1/10/2022,3/4/2022,46.96%,46.96,1,Activo,Billetera BNA+,2022,,0,0
202203,5075,Billetera BNA+,BNA+,FC,1/10/2022,3/4/2022,57.93%,57.93,2,Activo,Billetera BNA+,2022,,0,0
202204,2326,Billetera BNA+,BNA+,FC,1/10/2022,4/4/2022,0.00%,0.00,1,Baja,Billetera BNA+,2022,,0,0
202204,5075,Billetera BNA+,BNA+,FC,1/10/2022,4/4/2022,24.00%,24.00,1,Activo,Billetera BNA+,2022,,0,0
202204,5077,Billetera BNA+,BNA+,FC,1/10/2022,4/4/2022,95.63%,95.63,6,Activo,Billetera BNA+,2022,,0,0
202204,2326,Billetera BNA+,BNA+,FC,1/10/2022,4/13/2022,94.17%,94.17,6,Baja,Billetera BNA+,2022,,0,0
202204,5077,Billetera BNA+,BNA+,FC,1/10/2022,4/16/2022,70.50%,70.50,3,Activo,Billetera BNA+,2022,,0,0
202204,5075,Billetera BNA+,BNA+,FC,1/10/2022,4/18/2022,26.63%,26.63,1,Activo,Billetera BNA+,2022,,0,0
202205,5075,Billetera BNA+,BNA+,FC,1/10/2022,5/6/2022,26.62%,26.62,1,Activo,Billetera BNA+,2022,,0,0
202205,2326,Billetera BNA+,BNA+,FC,1/10/2022,5/9/2022,76.38%,76.38,3,Baja,Billetera BNA+,2022,,0,0
202205,5077,Billetera BNA+,BNA+,FC,1/10/2022,5/9/2022,96.50%,96.50,6,Activo,Billetera BNA+,2022,,0,0
202205,5077,Billetera BNA+,BNA+,FC,1/10/2022,5/26/2022,23.12%,23.12,1,Activo,Billetera BNA+,2022,,0,0
202205,2326,Billetera BNA+,BNA+,FC,1/10/2022,5/26/2022,34.85%,34.85,1,Baja,Billetera BNA+,2022,,0,0
202205,5075,Billetera BNA+,BNA+,FC,1/10/2022,5/26/2022,77.71%,77.71,3,Activo,Billetera BNA+,2022,,0,0
202206,5077,Billetera BNA+,BNA+,FC,1/10/2022,6/15/2022,15.56%,15.56,1,Activo,Billetera BNA+,2022,,0,0
202206,5075,Billetera BNA+,BNA+,FC,1/10/2022,6/15/2022,25.12%,25.12,1,Activo,Billetera BNA+,2022,,0,0
202206,2326,Billetera BNA+,BNA+,FC,1/10/2022,6/15/2022,33.33%,33.33,1,Baja,Billetera BNA+,2022,,0,0
202206,6096,Billetera BNA+,BNA+,FC,1/10/2022,6/16/2022,44.83%,44.83,1,Activo,Billetera BNA+,2022,,0,0
202206,2326,Billetera BNA+,BNA+,FC,1/10/2022,6/22/2022,64.06%,64.06,2,Baja,Billetera BNA+,2022,,0,0
202206,5077,Billetera BNA+,BNA+,FC,1/10/2022,6/23/2022,26.62%,26.62,1,Activo,Billetera BNA+,2022,,0,0
202206,5075,Billetera BNA+,BNA+,FC,1/10/2022,6/23/2022,64.06%,64.06,2,Activo,Billetera BNA+,2022,,0,0
202206,5077,Billetera BNA+,BNA+,FC,1/10/2022,6/30/2022,66.17%,66.17,2,Activo,Billetera BNA+,2022,,0,0
202206,6096,Billetera BNA+,BNA+,FC,1/10/2022,6/30/2022,80.75%,80.75,4,Activo,Billetera BNA+,2022,,0,0
202207,5075,Billetera BNA+,BNA+,FC,1/10/2022,7/11/2022,87.68%,87.68,5,Activo,Billetera BNA+,2022,,0,0
202207,6096,Billetera BNA+,BNA+,FC,1/10/2022,7/11/2022,88.33%,88.33,5,Activo,Billetera BNA+,2022,,0,0
202207,2351,Billetera BNA+,BNA+,FC,1/10/2022,7/11/2022,91.25%,91.25,6,Baja,Billetera BNA+,2022,,0,0
202207,5077,Billetera BNA+,BNA+,FC,1/10/2022,7/11/2022,100.00%,100.00,6,Activo,Billetera BNA+,2022,,0,0
202207,2326,Billetera BNA+,BNA+,FC,1/10/2022,7/12/2022,94.17%,94.17,6,Baja,Billetera BNA+,2022,,0,0
202207,5077,Billetera BNA+,BNA+,FC,1/10/2022,7/22/2022,88.00%,88.00,5,Activo,Billetera BNA+,2022,,0,0
202207,5075,Billetera BNA+,BNA+,FC,1/10/2022,7/22/2022,96.50%,96.50,6,Activo,Billetera BNA+,2022,,0,0
202207,2326,Billetera BNA+,BNA+,FC,1/10/2022,7/25/2022,89.17%,89.17,5,Baja,Billetera BNA+,2022,,0,0
202207,2351,Billetera BNA+,BNA+,FC,1/10/2022,7/25/2022,90.67%,90.67,5,Baja,Billetera BNA+,2022,,0,0
202207,6096,Billetera BNA+,BNA+,FC,1/10/2022,7/26/2022,90.67%,90.67,5,Activo,Billetera BNA+,2022,,0,0
202208,2326,Billetera BNA+,BNA+,FC,1/10/2022,8/10/2022,76.34%,76.34,3,Baja,Billetera BNA+,2022,,0,0
202208,5077,Billetera BNA+,BNA+,FC,1/10/2022,8/10/2022,80.12%,80.12,4,Activo,Billetera BNA+,2022,,0,0
202208,5075,Billetera BNA+,BNA+,FC,1/10/2022,8/10/2022,88.00%,88.00,5,Activo,Billetera BNA+,2022,,0,0
202208,6563,Billetera BNA+,BNA+,FC,7/8/2022,8/11/2022,41.90%,41.90,1,Baja,Billetera BNA+,2022,,0,0
202208,2351,Billetera BNA+,BNA+,FC,1/10/2022,8/11/2022,67.83%,67.83,2,Baja,Billetera BNA+,2022,,0,0
202208,6096,Billetera BNA+,BNA+,FC,1/10/2022,8/11/2022,91.50%,91.50,6,Activo,Billetera BNA+,2022,,0,0
202208,2326,Billetera BNA+,BNA+,FC,1/10/2022,8/24/2022,77.50%,77.50,3,Baja,Billetera BNA+,2022,,0,0
202208,5077,Billetera BNA+,BNA+,FC,1/10/2022,8/24/2022,83.90%,83.90,4,Activo,Billetera BNA+,2022,,0,0
202208,5075,Billetera BNA+,BNA+,FC,1/10/2022,8/25/2022,88.35%,88.35,5,Activo,Billetera BNA+,2022,,0,0
202208,6096,Billetera BNA+,BNA+,FC,1/10/2022,8/26/2022,79.00%,79.00,3,Activo,Billetera BNA+,2022,,0,0
202208,6563,Billetera BNA+,BNA+,FC,7/8/2022,8/26/2022,95.63%,95.63,6,Baja,Billetera BNA+,2022,,0,0
202208,2351,Billetera BNA+,BNA+,FC,1/10/2022,8/26/2022,100.00%,100.00,6,Baja,Billetera BNA+,2022,,0,0
202209,6728,Billetera BNA+,BNA+,FC,8/15/2022,9/1/2022,58.60%,58.60,2,baja,Billetera BNA+,2022,,0,0
202209,5077,Billetera BNA+,BNA+,FC,1/10/2022,9/5/2022,24.63%,24.63,1,Activo,Billetera BNA+,2022,,0,0
202209,5075,Billetera BNA+,BNA+,FC,1/10/2022,9/5/2022,83.90%,83.90,4,Activo,Billetera BNA+,2022,,0,0
202209,2326,Billetera BNA+,BNA+,FC,1/10/2022,9/6/2022,65.25%,65.25,2,Baja,Billetera BNA+,2022,,0,0
202209,2351,Billetera BNA+,BNA+,FC,1/10/2022,9/7/2022,74.00%,74.00,3,Baja,Billetera BNA+,2022,,0,0
202209,6563,Billetera BNA+,BNA+,FC,7/8/2022,9/7/2022,82.50%,82.50,4,Baja,Billetera BNA+,2022,,0,0
202209,6708,Billetera BNA+,BNA+,FC,8/23/2022,9/8/2022,88.94%,88.94,5,Activo,Billetera BNA+,2022,,0,0
202209,6096,Billetera BNA+,BNA+,FC,1/10/2022,9/8/2022,91.50%,91.50,6,Activo,Billetera BNA+,2022,,0,0
202209,2351,Billetera BNA+,BNA+,FC,1/10/2022,9/22/2022,74.00%,74.00,3,Baja,Billetera BNA+,2022,,0,0
202209,5077,Billetera BNA+,BNA+,FC,1/10/2022,9/22/2022,88.33%,88.33,5,Activo,Billetera BNA+,2022,,0,0
202209,5075,Billetera BNA+,BNA+,FC,1/10/2022,9/22/2022,88.33%,88.33,5,Activo,Billetera BNA+,2022,,0,0
202209,2326,Billetera BNA+,BNA+,FC,1/10/2022,9/22/2022,91.50%,91.50,6,Baja,Billetera BNA+,2022,,0,0
202209,6563,Billetera BNA+,BNA+,FC,7/8/2022,9/23/2022,83.33%,83.33,4,Baja,Billetera BNA+,2022,,0,0
202209,6096,Billetera BNA+,BNA+,FC,1/10/2022,9/23/2022,100.00%,100.00,6,Activo,Billetera BNA+,2022,,0,0
202209,6708,Billetera BNA+,BNA+,FC,8/23/2022,9/23/2022,100.00%,100.00,6,Activo,Billetera BNA+,2022,,0,0
202209,5077,Billetera BNA+,BNA+,FC,1/10/2022,9/29/2022,90.67%,90.67,5,Activo,Billetera BNA+,2022,,0,0
202210,6096,Billetera BNA+,BNA+,FC,1/10/2022,10/13/2022,59.17%,59.17,2,Activo,Billetera BNA+,2022,,0,0
202210,2351,Billetera BNA+,BNA+,FC,1/10/2022,10/13/2022,70.50%,70.50,3,Baja,Billetera BNA+,2022,,0,0
202210,2326,Billetera BNA+,BNA+,FC,1/10/2022,10/13/2022,85.67%,85.67,5,Baja,Billetera BNA+,2022,,0,0
202210,5077,Billetera BNA+,BNA+,FC,1/10/2022,10/13/2022,96.50%,96.50,6,Activo,Billetera BNA+,2022,,0,0
202210,6708,Billetera BNA+,BNA+,FC,8/23/2022,10/13/2022,100.00%,100.00,6,Activo,Billetera BNA+,2022,,0,0
202210,5075,Billetera BNA+,BNA+,FC,1/10/2022,10/14/2022,82.50%,82.50,4,Activo,Billetera BNA+,2022,,0,0
202210,6563,Billetera BNA+,BNA+,FC,7/8/2022,10/14/2022,85.67%,85.67,5,Baja,Billetera BNA+,2022,,0,0
202210,2326,Billetera BNA+,BNA+,FC,1/10/2022,10/24/2022,71.90%,71.90,3,Baja,Billetera BNA+,2022,,0,0
202210,6096,Billetera BNA+,BNA+,FC,1/10/2022,10/24/2022,76.67%,76.67,3,Activo,Billetera BNA+,2022,,0,0
202210,6708,Billetera BNA+,BNA+,FC,8/23/2022,10/24/2022,79.00%,79.00,3,Activo,Billetera BNA+,2022,,0,0
202210,5075,Billetera BNA+,BNA+,FC,1/10/2022,10/24/2022,80.16%,80.16,4,Activo,Billetera BNA+,2022,,0,0
202210,5077,Billetera BNA+,BNA+,FC,1/10/2022,10/24/2022,83.67%,83.67,4,Activo,Billetera BNA+,2022,,0,0
202210,6563,Billetera BNA+,BNA+,FC,7/8/2022,10/24/2022,88.33%,88.33,5,Baja,Billetera BNA+,2022,,0,0
202210,6096,Billetera BNA+,BNA+,FC,1/10/2022,10/28/2022,90.67%,90.67,5,Activo,Billetera BNA+,2022,,0,0
202211,6563,Billetera BNA+,BNA+,FC,7/8/2022,11/2/2022,76.67%,76.67,3,Baja,Billetera BNA+,2022,,0,0
202211,6096,Billetera BNA+,BNA+,FC,1/10/2022,11/2/2022,82.50%,82.50,4,Activo,Billetera BNA+,2022,,0,0
202211,2326,Billetera BNA+,BNA+,FC,1/10/2022,11/2/2022,90.28%,90.28,5,Baja,Billetera BNA+,2022,,0,0
202211,6708,Billetera BNA+,BNA+,FC,8/23/2022,11/2/2022,90.67%,90.67,5,Activo,Billetera BNA+,2022,,0,0
202211,5077,Billetera BNA+,BNA+,FC,1/10/2022,11/3/2022,57.83%,57.83,2,Activo,Billetera BNA+,2022,,0,0
202211,5075,Billetera BNA+,BNA+,FC,1/10/2022,11/3/2022,90.67%,90.67,5,Activo,Billetera BNA+,2022,,0,0
202211,2326,Billetera BNA+,BNA+,FC,1/10/2022,11/9/2022,69.63%,69.63,2,Baja,Billetera BNA+,2022,,0,0
202211,5075,Billetera BNA+,BNA+,FC,1/10/2022,11/10/2022,89.17%,89.17,5,Activo,Billetera BNA+,2022,,0,0
202211,5077,Billetera BNA+,BNA+,FC,1/10/2022,11/11/2022,88.33%,88.33,5,Activo,Billetera BNA+,2022,,0,0
202211,6563,Billetera BNA+,BNA+,FC,7/8/2022,11/11/2022,88.33%,88.33,5,Baja,Billetera BNA+,2022,,0,0
202211,6096,Billetera BNA+,BNA+,FC,1/10/2022,11/11/2022,100.00%,100.00,6,Activo,Billetera BNA+,2022,,0,0
202211,6708,Billetera BNA+,BNA+,FC,8/23/2022,11/11/2022,100.00%,100.00,6,Activo,Billetera BNA+,2022,,0,0
202211,2326,Billetera BNA+,BNA+,FC,1/10/2022,11/23/2022,79.83%,79.83,3,Baja,Billetera BNA+,2022,,0,0
202211,5075,Billetera BNA+,BNA+,FC,1/10/2022,11/23/2022,84.18%,84.18,4,Activo,Billetera BNA+,2022,,0,0
202211,5077,Billetera BNA+,BNA+,FC,1/10/2022,11/23/2022,84.83%,84.83,4,Activo,Billetera BNA+,2022,,0,0
202211,6708,Billetera BNA+,BNA+,FC,8/23/2022,11/23/2022,95.00%,95.00,6,Activo,Billetera BNA+,2022,,0,0
202211,6096,Billetera BNA+,BNA+,FC,1/10/2022,11/23/2022,96.50%,96.50,6,Activo,Billetera BNA+,2022,,0,0
202211,6563,Billetera BNA+,BNA+,FC,7/8/2022,11/24/2022,87.75%,87.75,5,Baja,Billetera BNA+,2022,,0,0
202212,2326,Billetera BNA+,BNA+,FC,1/10/2022,12/6/2022,68.35%,68.35,2,Baja,Billetera BNA+,2022,,0,0
202212,5075,Billetera BNA+,BNA+,FC,1/10/2022,12/6/2022,79.18%,79.18,3,Activo,Billetera BNA+,2022,,0,0
202212,6563,Billetera BNA+,BNA+,FC,7/8/2022,12/6/2022,79.18%,79.18,3,Baja,Billetera BNA+,2022,,0,0
202212,6096,Billetera BNA+,BNA+,FC,1/10/2022,12/6/2022,79.83%,79.83,3,Activo,Billetera BNA+,2022,,0,0
202212,5077,Billetera BNA+,BNA+,FC,1/10/2022,12/6/2022,90.20%,90.20,5,Activo,Billetera BNA+,2022,,0,0
202212,6708,Billetera BNA+,BNA+,FC,8/23/2022,12/6/2022,91.25%,91.25,6,Activo,Billetera BNA+,2022,,0,0
202212,2326,Billetera BNA+,BNA+,FC,1/10/2022,12/7/2022,62.17%,62.17,2,Baja,Billetera BNA+,2022,,0,0
202212,2326,Billetera BNA+,BNA+,FC,1/10/2022,12/19/2022,74.00%,74.00,3,Baja,Billetera BNA+,2022,,0,0
202212,6563,Billetera BNA+,BNA+,FC,7/8/2022,12/22/2022,50.50%,50.50,2,Baja,Billetera BNA+,2022,,0,0
202212,6096,Billetera BNA+,BNA+,FC,1/10/2022,12/22/2022,59.17%,59.17,2,Activo,Billetera BNA+,2022,,0,0
202212,5075,Billetera BNA+,BNA+,FC,1/10/2022,12/22/2022,69.17%,69.17,2,Activo,Billetera BNA+,2022,,0,0
202212,5077,Billetera BNA+,BNA+,FC,1/10/2022,12/30/2022,94.17%,94.17,6,Activo,Billetera BNA+,2022,,0,0
202212,6708,Billetera BNA+,BNA+,FC,8/23/2022,12/30/2022,95.63%,95.63,6,Activo,Billetera BNA+,2022,,0,0
202301,5077,Billetera BNA+,BNA+,FC,1/10/2022,1/10/2023,22.34%,22.34,1,Activo,Billetera BNA+,2023,,0,0
202301,6096,Billetera BNA+,BNA+,FC,1/10/2022,1/10/2023,71.33%,71.33,3,Activo,Billetera BNA+,2023,,0,0
202301,6708,Billetera BNA+,BNA+,FC,8/23/2022,1/10/2023,79.83%,79.83,3,Activo,Billetera BNA+,2023,,0,0
202301,5075,Billetera BNA+,BNA+,FC,1/10/2022,1/11/2023,76.33%,76.33,3,Activo,Billetera BNA+,2023,,0,0
202301,6563,Billetera BNA+,BNA+,FC,7/8/2022,1/11/2023,78.38%,78.38,3,Baja,Billetera BNA+,2023,,0,0
202301,6708,Billetera BNA+,BNA+,FC,8/23/2022,1/19/2023,49.83%,49.83,1,Activo,Billetera BNA+,2023,,0,0
202301,6096,Billetera BNA+,BNA+,FC,1/10/2022,1/19/2023,62.50%,62.50,2,Activo,Billetera BNA+,2023,,0,0
202301,5075,Billetera BNA+,BNA+,FC,1/10/2022,1/20/2023,48.17%,48.17,1,Activo,Billetera BNA+,2023,,0,0
202301,5077,Billetera BNA+,BNA+,FC,1/10/2022,1/20/2023,59.83%,59.83,2,Activo,Billetera BNA+,2023,,0,0
202301,6563,Billetera BNA+,BNA+,FC,7/8/2022,1/20/2023,82.50%,82.50,4,Baja,Billetera BNA+,2023,,0,0
202302,6708,Billetera BNA+,BNA+,FC,8/23/2022,2/2/2023,64.67%,64.67,2,Activo,Billetera BNA+,2023,,0,0
202302,2326,Billetera BNA+,BNA+,FC,1/10/2022,2/2/2023,74.00%,74.00,3,Baja,Billetera BNA+,2023,,0,0
202302,6096,Billetera BNA+,BNA+,FC,1/10/2022,2/2/2023,91.00%,91.00,6,Activo,Billetera BNA+,2023,,0,0
202302,6563,Billetera BNA+,BNA+,FC,7/8/2022,2/3/2023,75.50%,75.50,3,Baja,Billetera BNA+,2023,,0,0
202302,5077,Billetera BNA+,BNA+,FC,1/10/2022,2/3/2023,76.33%,76.33,3,Activo,Billetera BNA+,2023,,0,0
202302,5075,Billetera BNA+,BNA+,FC,1/10/2022,2/3/2023,91.50%,91.50,6,Activo,Billetera BNA+,2023,,0,0
202302,5075,Billetera BNA+,BNA+,FC,1/10/2022,2/10/2023,75.68%,75.68,3,Activo,Billetera BNA+,2023,,0,0
202302,2326,Billetera BNA+,BNA+,FC,1/10/2022,2/14/2023,69.63%,69.63,2,Baja,Billetera BNA+,2023,,0,0
202302,5077,Billetera BNA+,BNA+,FC,1/10/2022,2/14/2023,78.96%,78.96,3,Activo,Billetera BNA+,2023,,0,0
202302,6708,Billetera BNA+,BNA+,FC,8/23/2022,2/14/2023,100.00%,100.00,6,Activo,Billetera BNA+,2023,,0,0
202302,6563,Billetera BNA+,BNA+,FC,7/8/2022,2/15/2023,80.44%,80.44,4,Baja,Billetera BNA+,2023,,0,0
202302,6096,Billetera BNA+,BNA+,FC,1/10/2022,2/22/2023,42.50%,42.50,1,Activo,Billetera BNA+,2023,,0,0
202211,6206,Billetera BNA+,BNA+,JS,1/10/2022,11/1/2022,82.50%,82.50,4,Baja,Billetera BNA+,2022,,0,0
202211,6206,Billetera BNA+,BNA+,JS,1/10/2022,11/10/2022,85.75%,85.75,5,Baja,Billetera BNA+,2022,,0,0
202211,6206,Billetera BNA+,BNA+,JS,1/10/2022,11/22/2022,83.38%,83.38,4,Baja,Billetera BNA+,2022,,0,0
202212,6206,Billetera BNA+,BNA+,JS,1/10/2022,12/6/2022,89.25%,89.25,5,Baja,Billetera BNA+,2022,,0,0
202212,6206,Billetera BNA+,BNA+,JS,1/10/2022,12/29/2022,76.50%,76.50,3,Baja,Billetera BNA+,2022,,0,0
202301,6206,Billetera BNA+,BNA+,JS,1/10/2022,1/10/2023,70.50%,70.50,3,Baja,Billetera BNA+,2023,,0,0
202301,6206,Billetera BNA+,BNA+,JS,1/10/2022,1/11/2023,67.17%,67.17,2,Baja,Billetera BNA+,2023,,0,0
202302,6206,Billetera BNA+,BNA+,JS,1/10/2022,2/3/2023,70.50%,70.50,3,Baja,Billetera BNA+,2023,,0,0
202302,6206,Billetera BNA+,BNA+,JS,1/10/2022,2/14/2023,77.50%,77.50,3,Baja,Billetera BNA+,2023,,0,0
202303,6206,Billetera BNA+,BNA+,JS,1/10/2022,3/2/2023,83.33%,83.33,4,Baja,Billetera BNA+,2023,,0,0
202303,6206,Billetera BNA+,BNA+,JS,1/10/2022,3/10/2023,73.13%,73.13,3,Baja,Billetera BNA+,2023,,0,0
202311,6811,Billetera BNA+,BNA+,JS,1/1/2023,11/7/2023,100.00%,100.00,6,Activo,Billetera BNA+,2023,,0,0
202201,2222,Reclamos,BNA+,MF,1/10/2022,1/3/2022,65.70%,65.70,2,Baja,Billetera BNA+,2022,,0,0
202202,2222,Reclamos,BNA+,MF,1/10/2022,2/3/2022,84.18%,84.18,4,Baja,Billetera BNA+,2022,,0,0
202203,2222,Reclamos,BNA+,MF,1/10/2022,3/4/2022,87.19%,87.19,5,Baja,Billetera BNA+,2022,,0,0
202204,2222,Reclamos,BNA+,MF,1/10/2022,4/1/2022,74.50%,74.50,3,Baja,Billetera BNA+,2022,,0,0
202204,2351,Billetera BNA+,BNA+,MF,1/10/2022,4/4/2022,41.33%,41.33,1,Baja,Billetera BNA+,2022,,0,0
202204,2351,Billetera BNA+,BNA+,MF,1/10/2022,4/13/2022,53.00%,53.00,2,Baja,Billetera BNA+,2022,,0,0
202204,2222,Reclamos,BNA+,MF,1/10/2022,4/19/2022,43.90%,43.90,1,Baja,Billetera BNA+,2022,,0,0
202204,2222,Reclamos,BNA+,MF,1/10/2022,4/28/2022,75.83%,75.83,3,Baja,Billetera BNA+,2022,,0,0
202205,2222,Reclamos,BNA+,MF,1/10/2022,5/6/2022,67.43%,67.43,2,Baja,Billetera BNA+,2022,,0,0
202205,2351,Billetera BNA+,BNA+,MF,1/10/2022,5/10/2022,69.63%,69.63,2,Baja,Billetera BNA+,2022,,0,0
